idx,elapsed_ns,position_counts
1657,379878,-147
1658,347944,-147
1659,395998,-147
1660,383298,-147
1661,392690,-146
1662,387172,-146
1663,393228,-147
1664,380611,-147
1665,399395,-147
1666,398307,-147
1667,378252,-147
1668,351803,-147
1669,364520,-147
1670,368431,-147
1671,391121,-147
1672,392217,-147
1673,393133,-147
1674,360874,-147
1675,361626,-147
1676,351882,-147
1677,386223,-147
1678,346143,-147
1679,370872,-147
1680,384694,-147
1681,348795,-147
1682,369421,-147
1683,387603,-147
1684,369710,-147
1685,392052,-147
1686,399923,-147
1687,399405,-147
1688,356280,-147
1689,348619,-147
1690,372824,-147
1691,386812,-147
1692,413449,-147
1693,377043,-147
1694,373921,-147
1695,388731,-147
1696,382445,-147
1697,371174,-147
1698,386423,-147
1699,368766,-147
1700,386897,-147
1701,346026,-147
1702,370790,-147
1703,387040,-147
1704,345037,-147
1705,373163,-147
1706,387702,-147
1707,368006,-147
1708,386069,-148
1709,397581,-148
1710,372592,-148
1711,392645,-147
1712,374751,-147
1713,381235,-147
1714,347204,-147
1715,369385,-147
1716,386647,-147
1717,347275,-147
1718,375120,-147
1719,384725,-147
1720,391174,-147
1721,365002,-148
1722,389254,-147
1723,368228,-147
1724,387124,-147
1725,381154,-147
1726,372556,-147
1727,353651,-147
1728,364431,-147
1729,386942,-147
1730,373489,-147
1731,387304,-147
1732,365141,-147
1733,390693,-147
1734,366387,-147
1735,387864,-147
1736,392054,-147
1737,386014,-147
1738,413476,-147
1739,366853,-147
1740,385369,-147
1741,387400,-147
1742,386171,-147
1743,344562,-147
1744,394597,-147
1745,365617,-147
1746,390735,-147
1747,368993,-147
1748,382347,-147
1749,351046,-147
1750,367897,-147
1751,399363,-147
1752,356215,-147
1753,387767,-147
1754,371571,-147
1755,386774,-147
1756,364101,-147
1757,349403,-147
1758,388593,-147
1759,351545,-147
1760,361295,-147
1761,368890,-147
1762,369421,-147
1763,366290,-147
1764,368503,-147
1765,370525,-147
1766,366770,-147
1767,371812,-147
1768,386734,-147
1769,389176,-147
1770,368486,-147
1771,386666,-147
1772,348147,-147
1773,370437,-147
1774,384079,-147
1775,349397,-147
1776,367590,-147
1777,386663,-147
1778,351189,-147
1779,364959,-147
1780,388199,-147
1781,357381,-147
1782,346015,-147
1783,348996,-147
1784,387289,-147
1785,344679,-147
1786,371493,-147
1787,386682,-147
1788,346018,-147
1789,370030,-147
1790,344466,-147
1791,373396,-147
1792,383231,-147
1793,346556,-147
1794,374173,-147
1795,386112,-147
1796,366991,-147
1797,349081,-147
1798,402148,-147
1799,357565,-147
1800,382890,-147
1801,345011,-147
1802,351735,-147
1803,364518,-147
1804,369429,-147
1805,390714,-147
1806,384622,-147
1807,352187,-147
1808,364961,-147
1809,385590,-147
1810,371472,-147
1811,387976,-147
1812,364710,-147
1813,363441,-147
1814,385726,-147
1815,367092,-147
1816,372247,-147
1817,366724,-147
1818,368789,-147
1819,361130,-147
1820,347040,-147
1821,360778,-147
1822,386725,-147
1823,370515,-147
1824,385319,-147
1825,387153,-147
1826,371794,-147
1827,387527,-147
1828,368083,-147
1829,388718,-147
1830,366780,-147
1831,389132,-147
1832,387392,-147
1833,397307,-147
1834,380504,-147
1835,388517,-147
1836,387792,-147
1837,366051,-147
1838,348486,-147
1839,367736,-147
1840,387273,-147
1841,349513,-147
1842,365947,-147
1843,366741,-147
1844,350637,-147
1845,386264,-147
1846,345930,-147
1847,370134,-147
1848,387471,-147
1849,350823,-147
1850,363654,-147
1851,388358,-147
1852,355527,-147
1853,362039,-147
1854,389061,-147
1855,368914,-147
1856,386449,-147
1857,390545,-147
1858,365671,-147
1859,344350,-147
1860,352194,-147
1861,365493,-147
1862,401762,-147
1863,379256,-147
1864,363401,-147
1865,388522,-147
1866,372409,-147
1867,386895,-147
1868,406598,-147
1869,387798,-147
1870,370436,-147
1871,386223,-147
1872,365887,-147
1873,349729,-147
1874,367072,-147
1875,344860,-147
1876,351105,-147
1877,388496,-147
1878,369329,-147
1879,385254,-147
1880,346223,-147
1881,369390,-147
1882,386475,-147
1883,350626,-147
1884,388680,-147
1885,387994,-147
1886,389355,-147
1887,386329,-147
1888,412639,-147
1889,364941,-147
1890,346488,-147
1891,375801,-147
1892,383946,-147
1893,393162,-147
1894,387646,-147
1895,381931,-147
1896,346277,-147
1897,383493,-147
1898,365796,-147
1899,371830,-147
1900,365234,-147
1901,368314,-147
1902,385874,-147
1903,387194,-147
1904,373316,-147
1905,383918,-147
1906,366303,-147
1907,349772,-147
1908,387245,-147
1909,344394,-147
1910,381656,-147
1911,356335,-147
1912,376705,-147
1913,359990,-147
1914,363478,-147
1915,391579,-147
1916,385666,-147
1917,347255,-147
1918,371213,-147
1919,388726,-147
1920,489081,-147
1921,477473,-147
1922,506153,-147
1923,491069,-147
1924,484883,-147
1925,413358,-147
1926,496187,-147
1927,480972,-147
1928,442817,-147
1929,491256,-147
1930,514424,-147
1931,500116,-147
1932,488768,-147
1933,431317,-147
1934,469561,-147
1935,494819,-147
1936,447660,-147
1937,380379,-147
1938,473115,-147
1939,486131,-147
1940,503596,-147
1941,484741,-147
1942,434666,-147
1943,479335,-147
1944,433683,-147
1945,458922,-147
1946,509499,-147
1947,482217,-147
1948,439139,-146
1949,394752,-146
1950,381147,-146
1951,382184,-146
1952,392937,-146
1953,384488,-147
1954,390604,-147
1955,405252,-147
1956,345241,-147
1957,367179,-147
1958,366635,-147
1959,385399,-147
1960,353763,-147
1961,387885,-147
1962,368364,-147
1963,387977,-147
1964,345018,-147
1965,348179,-147
1966,369780,-147
1967,384552,-147
1968,366780,-147
1969,388263,-147
1970,389235,-147
1971,386186,-147
1972,343820,-147
1973,390392,-147
1974,344428,-147
1975,348484,-147
1976,368089,-146
1977,347307,-146
1978,368626,-146
1979,345498,-146
1980,388362,-146
1981,367010,-146
1982,346840,-147
1983,389504,-147
1984,366035,-147
1985,346950,-147
1986,392451,-147
1987,363716,-147
1988,346512,-147
1989,396912,-147
1990,380501,-147
1991,377122,-147
1992,368743,-147
1993,362381,-147
1994,389139,-147
1995,386561,-147
1996,349716,-147
1997,365132,-147
1998,345353,-147
1999,371449,-147
